CROP TYPE,SOIL TYPE,REGION,TEMPERATURE,WEATHER CONDITION,WATER REQUIREMENT
RICE,WET,Gujarat Plains & Hills Region,30-40,SUNNY,12.0
RICE,WET,Gujarat Plains & Hills Region,30-40,WINDY,11.5
RICE,WET,Gujarat Plains & Hills Region,30-40,RAINY,2.5
RICE,WET,Gujarat Plains & Hills Region,40-50,NORMAL,11.5
RICE,WET,Gujarat Plains & Hills Region,40-50,SUNNY,13.0
RICE,WET,Gujarat Plains & Hills Region,40-50,WINDY,12.5
RICE,WET,Gujarat Plains & Hills Region,40-50,RAINY,3.5
MELON,DRY,Gujarat Plains & Hills Region,10-20,NORMAL,5.58
MELON,DRY,Gujarat Plains & Hills Region,10-20,SUNNY,7.08
MELON,DRY,Gujarat Plains & Hills Region,10-20,WINDY,6.58
MELON,DRY,Gujarat Plains & Hills Region,10-20,RAINY,0.3
MELON,DRY,Gujarat Plains & Hills Region,20-30,NORMAL,6.58
MELON,DRY,Gujarat Plains & Hills Region,20-30,SUNNY,8.08
MELON,DRY,Gujarat Plains & Hills Region,20-30,WINDY,7.58
MELON,DRY,Gujarat Plains & Hills Region,20-30,RAINY,0.5
MELON,DRY,Gujarat Plains & Hills Region,30-40,NORMAL,7.58
MELON,DRY,Gujarat Plains & Hills Region,30-40,SUNNY,9.08
MELON,DRY,Gujarat Plains & Hills Region,30-40,WINDY,8.58
MELON,DRY,Gujarat Plains & Hills Region,30-40,RAINY,0.8
MELON,DRY,Gujarat Plains & Hills Region,40-50,NORMAL,8.58
MELON,DRY,Gujarat Plains & Hills Region,40-50,SUNNY,10.08
MELON,DRY,Gujarat Plains & Hills Region,40-50,WINDY,9.58
MELON,DRY,Gujarat Plains & Hills Region,40-50,RAINY,0.58
MELON,HUMID,Gujarat Plains & Hills Region,10-20,NORMAL,4.14
MELON,HUMID,Gujarat Plains & Hills Region,10-20,SUNNY,5.64
MELON,HUMID,Gujarat Plains & Hills Region,10-20,WINDY,5.14
MELON,HUMID,Gujarat Plains & Hills Region,10-20,RAINY,0.2
MELON,HUMID,Gujarat Plains & Hills Region,20-30,NORMAL,5.14
MELON,HUMID,Gujarat Plains & Hills Region,20-30,SUNNY,6.64
MELON,HUMID,Gujarat Plains & Hills Region,20-30,WINDY,6.14
MELON,HUMID,Gujarat Plains & Hills Region,20-30,RAINY,0.3
MELON,HUMID,Gujarat Plains & Hills Region,30-40,NORMAL,6.14
MELON,HUMID,Gujarat Plains & Hills Region,30-40,SUNNY,7.64
MELON,HUMID,Gujarat Plains & Hills Region,30-40,WINDY,7.14
MELON,HUMID,Gujarat Plains & Hills Region,30-40,RAINY,0.5
MELON,HUMID,Gujarat Plains & Hills Region,40-50,NORMAL,7.14
MELON,HUMID,Gujarat Plains & Hills Region,40-50,SUNNY,8.64
MELON,HUMID,Gujarat Plains & Hills Region,40-50,WINDY,8.14
MELON,HUMID,Gujarat Plains & Hills Region,40-50,RAINY,0.8
MELON,WET,Gujarat Plains & Hills Region,10-20,NORMAL,3.06
MELON,WET,Gujarat Plains & Hills Region,10-20,SUNNY,4.56
MELON,WET,Gujarat Plains & Hills Region,10-20,WINDY,4.06
MELON,WET,Gujarat Plains & Hills Region,10-20,RAINY,0.1
MELON,WET,Gujarat Plains & Hills Region,20-30,NORMAL,4.06
MELON,WET,Gujarat Plains & Hills Region,20-30,SUNNY,5.56
MELON,WET,Gujarat Plains & Hills Region,20-30,WINDY,5.06
MELON,WET,Gujarat Plains & Hills Region,20-30,RAINY,0.2
MELON,WET,Gujarat Plains & Hills Region,30-40,NORMAL,5.06
MELON,WET,Gujarat Plains & Hills Region,30-40,SUNNY,6.56
MELON,WET,Gujarat Plains & Hills Region,30-40,WINDY,606.0
MELON,WET,Gujarat Plains & Hills Region,30-40,RAINY,0.3
MELON,WET,Gujarat Plains & Hills Region,40-50,NORMAL,6.06
MELON,WET,Gujarat Plains & Hills Region,40-50,SUNNY,7.56
MELON,WET,Gujarat Plains & Hills Region,40-50,WINDY,7.06
MELON,WET,Gujarat Plains & Hills Region,40-50,RAINY,0.5
MAIZE,DRY,Gujarat Plains & Hills Region,10-20,NORMAL,5.58
MAIZE,DRY,Gujarat Plains & Hills Region,10-20,SUNNY,7.08
MAIZE,DRY,Gujarat Plains & Hills Region,10-20,WINDY,6.58
MAIZE,DRY,Gujarat Plains & Hills Region,10-20,RAINY,0.3
MAIZE,DRY,Gujarat Plains & Hills Region,20-30,NORMAL,6.58
MAIZE,DRY,Gujarat Plains & Hills Region,20-30,SUNNY,8.08
MAIZE,DRY,Gujarat Plains & Hills Region,20-30,WINDY,7.58
MAIZE,DRY,Gujarat Plains & Hills Region,20-30,RAINY,0.5
MAIZE,DRY,Gujarat Plains & Hills Region,30-40,NORMAL,7.58
MAIZE,DRY,Gujarat Plains & Hills Region,30-40,SUNNY,9.08
MAIZE,DRY,Gujarat Plains & Hills Region,30-40,WINDY,8.58
MAIZE,DRY,Gujarat Plains & Hills Region,30-40,RAINY,0.8
MAIZE,DRY,Gujarat Plains & Hills Region,40-50,NORMAL,8.58
MAIZE,DRY,Gujarat Plains & Hills Region,40-50,SUNNY,10.08
MAIZE,DRY,Gujarat Plains & Hills Region,40-50,WINDY,9.58
MAIZE,DRY,Gujarat Plains & Hills Region,40-50,RAINY,0.58
MAIZE,HUMID,Gujarat Plains & Hills Region,10-20,NORMAL,4.14
MAIZE,HUMID,Gujarat Plains & Hills Region,10-20,SUNNY,5.64
MAIZE,HUMID,Gujarat Plains & Hills Region,10-20,WINDY,5.14
MAIZE,HUMID,Gujarat Plains & Hills Region,10-20,RAINY,0.2
MAIZE,HUMID,Gujarat Plains & Hills Region,20-30,NORMAL,5.14
MAIZE,HUMID,Gujarat Plains & Hills Region,20-30,SUNNY,6.64
MAIZE,HUMID,Gujarat Plains & Hills Region,20-30,WINDY,6.14
MAIZE,HUMID,Gujarat Plains & Hills Region,20-30,RAINY,0.3
MAIZE,HUMID,Gujarat Plains & Hills Region,30-40,NORMAL,6.14
MAIZE,HUMID,Gujarat Plains & Hills Region,30-40,SUNNY,7.64
MAIZE,HUMID,Gujarat Plains & Hills Region,30-40,WINDY,7.14
MAIZE,HUMID,Gujarat Plains & Hills Region,30-40,RAINY,0.5
MAIZE,HUMID,Gujarat Plains & Hills Region,40-50,NORMAL,7.14
MAIZE,HUMID,Gujarat Plains & Hills Region,40-50,SUNNY,8.64
MAIZE,HUMID,Gujarat Plains & Hills Region,40-50,WINDY,8.14
MAIZE,HUMID,Gujarat Plains & Hills Region,40-50,RAINY,0.8
MAIZE,WET,Gujarat Plains & Hills Region,10-20,NORMAL,3.06
MAIZE,WET,Gujarat Plains & Hills Region,10-20,SUNNY,4.56
MAIZE,WET,Gujarat Plains & Hills Region,10-20,WINDY,4.06
MAIZE,WET,Gujarat Plains & Hills Region,10-20,RAINY,0.1
MAIZE,WET,Gujarat Plains & Hills Region,20-30,NORMAL,4.06
MAIZE,WET,Gujarat Plains & Hills Region,20-30,SUNNY,5.56
MAIZE,WET,Gujarat Plains & Hills Region,20-30,WINDY,5.06
MAIZE,WET,Gujarat Plains & Hills Region,20-30,RAINY,0.2
MAIZE,WET,Gujarat Plains & Hills Region,30-40,NORMAL,5.06
MAIZE,WET,Gujarat Plains & Hills Region,30-40,SUNNY,6.56
MAIZE,WET,Gujarat Plains & Hills Region,30-40,WINDY,606.0
MAIZE,WET,Gujarat Plains & Hills Region,30-40,RAINY,0.3
MAIZE,WET,Gujarat Plains & Hills Region,40-50,NORMAL,6.06
MAIZE,WET,Gujarat Plains & Hills Region,40-50,SUNNY,7.56
MAIZE,WET,Gujarat Plains & Hills Region,40-50,WINDY,7.06
MAIZE,WET,Gujarat Plains & Hills Region,40-50,RAINY,0.5
CITRUS,DRY,Gujarat Plains & Hills Region,10-20,NORMAL,5.05
CITRUS,DRY,Gujarat Plains & Hills Region,10-20,SUNNY,6.55
CITRUS,DRY,Gujarat Plains & Hills Region,10-20,WINDY,6.05
CITRUS,DRY,Gujarat Plains & Hills Region,10-20,RAINY,0.5
CITRUS,DRY,Gujarat Plains & Hills Region,20-30,NORMAL,6.0
CITRUS,DRY,Gujarat Plains & Hills Region,20-30,SUNNY,7.5
CITRUS,DRY,Gujarat Plains & Hills Region,20-30,WINDY,7.0
CITRUS,DRY,Gujarat Plains & Hills Region,20-30,RAINY,0.5
CITRUS,DRY,Gujarat Plains & Hills Region,30-40,NORMAL,7.1
CITRUS,DRY,Gujarat Plains & Hills Region,30-40,SUNNY,8.6
CITRUS,DRY,Gujarat Plains & Hills Region,30-40,WINDY,8.1
CITRUS,DRY,Gujarat Plains & Hills Region,30-40,RAINY,0.8
CITRUS,DRY,Gujarat Plains & Hills Region,40-50,NORMAL,8.0
CITRUS,DRY,Gujarat Plains & Hills Region,40-50,SUNNY,9.5
CITRUS,DRY,Gujarat Plains & Hills Region,40-50,WINDY,9.0
CITRUS,DRY,Gujarat Plains & Hills Region,40-50,RAINY,0.8
CITRUS,HUMID,Gujarat Plains & Hills Region,10-20,NORMAL,3.7
CITRUS,HUMID,Gujarat Plains & Hills Region,10-20,SUNNY,5.2
CITRUS,HUMID,Gujarat Plains & Hills Region,10-20,WINDY,4.7
CITRUS,HUMID,Gujarat Plains & Hills Region,10-20,RAINY,0.1
CITRUS,HUMID,Gujarat Plains & Hills Region,20-30,NORMAL,4.6
CITRUS,HUMID,Gujarat Plains & Hills Region,20-30,SUNNY,6.1
CITRUS,HUMID,Gujarat Plains & Hills Region,20-30,WINDY,5.6
CITRUS,HUMID,Gujarat Plains & Hills Region,20-30,RAINY,0.2
CITRUS,HUMID,Gujarat Plains & Hills Region,30-40,NORMAL,5.5
CITRUS,HUMID,Gujarat Plains & Hills Region,30-40,SUNNY,7.0
CITRUS,HUMID,Gujarat Plains & Hills Region,30-40,WINDY,6.5
CITRUS,HUMID,Gujarat Plains & Hills Region,30-40,RAINY,0.3
CITRUS,HUMID,Gujarat Plains & Hills Region,40-50,NORMAL,6.6
CITRUS,HUMID,Gujarat Plains & Hills Region,40-50,SUNNY,8.1
CITRUS,HUMID,Gujarat Plains & Hills Region,40-50,WINDY,7.6
CITRUS,HUMID,Gujarat Plains & Hills Region,40-50,RAINY,0.5
CITRUS,WET,Gujarat Plains & Hills Region,10-20,NORMAL,2.83
CITRUS,WET,Gujarat Plains & Hills Region,10-20,SUNNY,4.33
CITRUS,WET,Gujarat Plains & Hills Region,10-20,WINDY,3.83
CITRUS,WET,Gujarat Plains & Hills Region,10-20,RAINY,0.1
CITRUS,WET,Gujarat Plains & Hills Region,20-30,NORMAL,3.83
CITRUS,WET,Gujarat Plains & Hills Region,20-30,SUNNY,5.33
CITRUS,WET,Gujarat Plains & Hills Region,20-30,WINDY,4.83
CITRUS,WET,Gujarat Plains & Hills Region,20-30,RAINY,0.1
CITRUS,WET,Gujarat Plains & Hills Region,30-40,NORMAL,4.83
CITRUS,WET,Gujarat Plains & Hills Region,30-40,SUNNY,6.33
CITRUS,WET,Gujarat Plains & Hills Region,30-40,WINDY,5.83
CITRUS,WET,Gujarat Plains & Hills Region,30-40,RAINY,0.2
CITRUS,WET,Gujarat Plains & Hills Region,40-50,NORMAL,5.83
CITRUS,WET,Gujarat Plains & Hills Region,40-50,SUNNY,7.33
CITRUS,WET,Gujarat Plains & Hills Region,40-50,WINDY,6.83
CITRUS,WET,Gujarat Plains & Hills Region,40-50,RAINY,0.3
BEAN,DRY,Gujarat Plains & Hills Region,10-20,NORMAL,7.98
BEAN,DRY,Gujarat Plains & Hills Region,10-20,SUNNY,9.48
BEAN,DRY,Gujarat Plains & Hills Region,10-20,WINDY,8.9
BEAN,DRY,Gujarat Plains & Hills Region,10-20,RAINY,0.8
BEAN,DRY,Gujarat Plains & Hills Region,20-30,NORMAL,8.6
BEAN,DRY,Gujarat Plains & Hills Region,20-30,SUNNY,10.1
BEAN,DRY,Gujarat Plains & Hills Region,20-30,WINDY,9.6
BEAN,DRY,Gujarat Plains & Hills Region,20-30,RAINY,0.6
BEAN,DRY,Gujarat Plains & Hills Region,30-40,NORMAL,9.8
BEAN,DRY,Gujarat Plains & Hills Region,30-40,SUNNY,11.3
BEAN,DRY,Gujarat Plains & Hills Region,30-40,WINDY,10.8
BEAN,DRY,Gujarat Plains & Hills Region,30-40,RAINY,1.8
BEAN,DRY,Gujarat Plains & Hills Region,40-50,NORMAL,10.95
BEAN,DRY,Gujarat Plains & Hills Region,40-50,SUNNY,12.45
BEAN,DRY,Gujarat Plains & Hills Region,40-50,WINDY,11.8
BEAN,DRY,Gujarat Plains & Hills Region,40-50,RAINY,2.8
BEAN,HUMID,Gujarat Plains & Hills Region,10-20,NORMAL,4.71
BEAN,HUMID,Gujarat Plains & Hills Region,10-20,SUNNY,6.21
BEAN,HUMID,Gujarat Plains & Hills Region,10-20,WINDY,5.71
BEAN,HUMID,Gujarat Plains & Hills Region,10-20,RAINY,0.1
BEAN,HUMID,Gujarat Plains & Hills Region,20-30,NORMAL,5.8
BEAN,HUMID,Gujarat Plains & Hills Region,20-30,SUNNY,7.3
BEAN,HUMID,Gujarat Plains & Hills Region,20-30,WINDY,6.8
BEAN,HUMID,Gujarat Plains & Hills Region,20-30,RAINY,0.2
BEAN,HUMID,Gujarat Plains & Hills Region,30-40,NORMAL,6.6
BEAN,HUMID,Gujarat Plains & Hills Region,30-40,SUNNY,8.1
BEAN,HUMID,Gujarat Plains & Hills Region,30-40,WINDY,7.6
BEAN,HUMID,Gujarat Plains & Hills Region,30-40,RAINY,0.5
BEAN,HUMID,Gujarat Plains & Hills Region,40-50,NORMAL,7.9
BEAN,HUMID,Gujarat Plains & Hills Region,40-50,SUNNY,9.4
BEAN,HUMID,Gujarat Plains & Hills Region,40-50,WINDY,8.9
BEAN,HUMID,Gujarat Plains & Hills Region,40-50,RAINY,0.6
BEAN,WET,Gujarat Plains & Hills Region,10-20,NORMAL,3.5
BEAN,WET,Gujarat Plains & Hills Region,10-20,SUNNY,5.0
BEAN,WET,Gujarat Plains & Hills Region,10-20,WINDY,4.5
BEAN,WET,Gujarat Plains & Hills Region,10-20,RAINY,0.1
BEAN,WET,Gujarat Plains & Hills Region,20-30,NORMAL,4.6
BEAN,WET,Gujarat Plains & Hills Region,20-30,SUNNY,6.1
BEAN,WET,Gujarat Plains & Hills Region,20-30,WINDY,5.6
BEAN,WET,Gujarat Plains & Hills Region,20-30,RAINY,0.2
BEAN,WET,Gujarat Plains & Hills Region,30-40,NORMAL,5.7
BEAN,WET,Gujarat Plains & Hills Region,30-40,SUNNY,7.2
BEAN,WET,Gujarat Plains & Hills Region,30-40,WINDY,6.7
BEAN,WET,Gujarat Plains & Hills Region,30-40,RAINY,0.3
BEAN,WET,Gujarat Plains & Hills Region,40-50,NORMAL,6.6
BEAN,WET,Gujarat Plains & Hills Region,40-50,SUNNY,8.1
BEAN,WET,Gujarat Plains & Hills Region,40-50,WINDY,7.6
BEAN,WET,Gujarat Plains & Hills Region,40-50,RAINY,0.5
WHEAT,DRY,Gujarat Plains & Hills Region,10-20,NORMAL,9.6
WHEAT,DRY,Gujarat Plains & Hills Region,10-20,SUNNY,11.0
WHEAT,DRY,Gujarat Plains & Hills Region,10-20,WINDY,10.6
WHEAT,DRY,Gujarat Plains & Hills Region,10-20,RAINY,1.6
WHEAT,DRY,Gujarat Plains & Hills Region,20-30,NORMAL,10.7
WHEAT,DRY,Gujarat Plains & Hills Region,20-30,SUNNY,12.2
WHEAT,DRY,Gujarat Plains & Hills Region,20-30,WINDY,11.7
WHEAT,DRY,Gujarat Plains & Hills Region,20-30,RAINY,2.7
WHEAT,DRY,Gujarat Plains & Hills Region,30-40,NORMAL,11.6
WHEAT,DRY,Gujarat Plains & Hills Region,30-40,SUNNY,13.1
WHEAT,DRY,Gujarat Plains & Hills Region,30-40,WINDY,12.6
WHEAT,DRY,Gujarat Plains & Hills Region,30-40,RAINY,3.6
WHEAT,DRY,Gujarat Plains & Hills Region,40-50,NORMAL,12.5
WHEAT,DRY,Gujarat Plains & Hills Region,40-50,SUNNY,14.0
WHEAT,DRY,Gujarat Plains & Hills Region,40-50,WINDY,13.5
WHEAT,DRY,Gujarat Plains & Hills Region,40-50,RAINY,4.5
WHEAT,HUMID,Gujarat Plains & Hills Region,10-20,NORMAL,7.15
WHEAT,HUMID,Gujarat Plains & Hills Region,10-20,SUNNY,8.65
WHEAT,HUMID,Gujarat Plains & Hills Region,10-20,WINDY,8.15
WHEAT,HUMID,Gujarat Plains & Hills Region,10-20,RAINY,0.8
WHEAT,HUMID,Gujarat Plains & Hills Region,20-30,NORMAL,8.1
WHEAT,HUMID,Gujarat Plains & Hills Region,20-30,SUNNY,9.6
WHEAT,HUMID,Gujarat Plains & Hills Region,20-30,WINDY,9.1
WHEAT,HUMID,Gujarat Plains & Hills Region,20-30,RAINY,0.1
WHEAT,HUMID,Gujarat Plains & Hills Region,30-40,NORMAL,9.2
WHEAT,HUMID,Gujarat Plains & Hills Region,30-40,SUNNY,10.7
WHEAT,HUMID,Gujarat Plains & Hills Region,30-40,WINDY,10.2
WHEAT,HUMID,Gujarat Plains & Hills Region,30-40,RAINY,1.2
WHEAT,HUMID,Gujarat Plains & Hills Region,40-50,NORMAL,10.1
WHEAT,HUMID,Gujarat Plains & Hills Region,40-50,SUNNY,11.6
WHEAT,HUMID,Gujarat Plains & Hills Region,40-50,WINDY,11.1
WHEAT,HUMID,Gujarat Plains & Hills Region,40-50,RAINY,2.1
WHEAT,WET,Gujarat Plains & Hills Region,10-20,NORMAL,5.3
WHEAT,WET,Gujarat Plains & Hills Region,10-20,SUNNY,6.8
WHEAT,WET,Gujarat Plains & Hills Region,10-20,WINDY,6.3
WHEAT,WET,Gujarat Plains & Hills Region,10-20,RAINY,0.3
WHEAT,WET,Gujarat Plains & Hills Region,20-30,NORMAL,6.25
WHEAT,WET,Gujarat Plains & Hills Region,20-30,SUNNY,7.75
WHEAT,WET,Gujarat Plains & Hills Region,20-30,WINDY,7.25
WHEAT,WET,Gujarat Plains & Hills Region,20-30,RAINY,0.5
WHEAT,WET,Gujarat Plains & Hills Region,30-40,NORMAL,7.35
WHEAT,WET,Gujarat Plains & Hills Region,30-40,SUNNY,8.85
WHEAT,WET,Gujarat Plains & Hills Region,30-40,WINDY,8.35
WHEAT,WET,Gujarat Plains & Hills Region,30-40,RAINY,0.8
WHEAT,WET,Gujarat Plains & Hills Region,40-50,NORMAL,8.34
WHEAT,WET,Gujarat Plains & Hills Region,40-50,SUNNY,9.84
WHEAT,WET,Gujarat Plains & Hills Region,40-50,WINDY,9.34
WHEAT,WET,Gujarat Plains & Hills Region,40-50,RAINY,0.34
MUSTARD,DRY,Gujarat Plains & Hills Region,10-20,NORMAL,5.58
MUSTARD,DRY,Gujarat Plains & Hills Region,10-20,SUNNY,7.08
MUSTARD,DRY,Gujarat Plains & Hills Region,10-20,WINDY,6.58
MUSTARD,DRY,Gujarat Plains & Hills Region,10-20,RAINY,0.3
MUSTARD,DRY,Gujarat Plains & Hills Region,20-30,NORMAL,6.58
MUSTARD,DRY,Gujarat Plains & Hills Region,20-30,SUNNY,8.08
MUSTARD,DRY,Gujarat Plains & Hills Region,20-30,WINDY,7.58
MUSTARD,DRY,Gujarat Plains & Hills Region,20-30,RAINY,0.5
MUSTARD,DRY,Gujarat Plains & Hills Region,30-40,NORMAL,7.58
MUSTARD,DRY,Gujarat Plains & Hills Region,30-40,SUNNY,9.08
MUSTARD,DRY,Gujarat Plains & Hills Region,30-40,WINDY,8.58
MUSTARD,DRY,Gujarat Plains & Hills Region,30-40,RAINY,0.8
MUSTARD,DRY,Gujarat Plains & Hills Region,40-50,NORMAL,8.58
MUSTARD,DRY,Gujarat Plains & Hills Region,40-50,SUNNY,10.08
MUSTARD,DRY,Gujarat Plains & Hills Region,40-50,WINDY,9.58
MUSTARD,DRY,Gujarat Plains & Hills Region,40-50,RAINY,0.58
MUSTARD,HUMID,Gujarat Plains & Hills Region,10-20,NORMAL,4.14
MUSTARD,HUMID,Gujarat Plains & Hills Region,10-20,SUNNY,5.64
MUSTARD,HUMID,Gujarat Plains & Hills Region,10-20,WINDY,5.14
MUSTARD,HUMID,Gujarat Plains & Hills Region,10-20,RAINY,0.2
MUSTARD,HUMID,Gujarat Plains & Hills Region,20-30,NORMAL,5.14
MUSTARD,HUMID,Gujarat Plains & Hills Region,20-30,SUNNY,6.64
MUSTARD,HUMID,Gujarat Plains & Hills Region,20-30,WINDY,6.14
MUSTARD,HUMID,Gujarat Plains & Hills Region,20-30,RAINY,0.3
MUSTARD,HUMID,Gujarat Plains & Hills Region,30-40,NORMAL,6.14
MUSTARD,HUMID,Gujarat Plains & Hills Region,30-40,SUNNY,7.64
MUSTARD,HUMID,Gujarat Plains & Hills Region,30-40,WINDY,7.14
MUSTARD,HUMID,Gujarat Plains & Hills Region,30-40,RAINY,0.5
MUSTARD,HUMID,Gujarat Plains & Hills Region,40-50,NORMAL,7.14
MUSTARD,HUMID,Gujarat Plains & Hills Region,40-50,SUNNY,8.64
MUSTARD,HUMID,Gujarat Plains & Hills Region,40-50,WINDY,8.14
MUSTARD,HUMID,Gujarat Plains & Hills Region,40-50,RAINY,0.8
MUSTARD,WET,Gujarat Plains & Hills Region,10-20,NORMAL,3.06
MUSTARD,WET,Gujarat Plains & Hills Region,10-20,SUNNY,4.56
MUSTARD,WET,Gujarat Plains & Hills Region,10-20,WINDY,4.06
MUSTARD,WET,Gujarat Plains & Hills Region,10-20,RAINY,0.1
MUSTARD,WET,Gujarat Plains & Hills Region,20-30,NORMAL,4.06
MUSTARD,WET,Gujarat Plains & Hills Region,20-30,SUNNY,5.56
MUSTARD,WET,Gujarat Plains & Hills Region,20-30,WINDY,5.06
MUSTARD,WET,Gujarat Plains & Hills Region,20-30,RAINY,0.2
MUSTARD,WET,Gujarat Plains & Hills Region,30-40,NORMAL,5.06
MUSTARD,WET,Gujarat Plains & Hills Region,30-40,SUNNY,6.56
MUSTARD,WET,Gujarat Plains & Hills Region,30-40,WINDY,606.0
MUSTARD,WET,Gujarat Plains & Hills Region,30-40,RAINY,0.3
MUSTARD,WET,Gujarat Plains & Hills Region,40-50,NORMAL,6.06
MUSTARD,WET,Gujarat Plains & Hills Region,40-50,SUNNY,7.56
MUSTARD,WET,Gujarat Plains & Hills Region,40-50,WINDY,7.06
MUSTARD,WET,Gujarat Plains & Hills Region,40-50,RAINY,0.5
COTTON,DRY,Gujarat Plains & Hills Region,10-20,NORMAL,7.98
COTTON,DRY,Gujarat Plains & Hills Region,10-20,SUNNY,9.4
COTTON,DRY,Gujarat Plains & Hills Region,10-20,WINDY,8.8
COTTON,DRY,Gujarat Plains & Hills Region,10-20,RAINY,0.25
COTTON,DRY,Gujarat Plains & Hills Region,20-30,NORMAL,8.98
COTTON,DRY,Gujarat Plains & Hills Region,20-30,SUNNY,10.4
COTTON,DRY,Gujarat Plains & Hills Region,20-30,WINDY,9.7
COTTON,DRY,Gujarat Plains & Hills Region,20-30,RAINY,0.98
COTTON,DRY,Gujarat Plains & Hills Region,30-40,NORMAL,9.98
COTTON,DRY,Gujarat Plains & Hills Region,30-40,SUNNY,11.4
COTTON,DRY,Gujarat Plains & Hills Region,30-40,WINDY,10.8
COTTON,DRY,Gujarat Plains & Hills Region,30-40,RAINY,1.98
COTTON,DRY,Gujarat Plains & Hills Region,40-50,NORMAL,10.9
COTTON,DRY,Gujarat Plains & Hills Region,40-50,SUNNY,12.4
COTTON,DRY,Gujarat Plains & Hills Region,40-50,WINDY,11.8
COTTON,DRY,Gujarat Plains & Hills Region,40-50,RAINY,2.7
COTTON,HUMID,Gujarat Plains & Hills Region,10-20,NORMAL,5.92
COTTON,HUMID,Gujarat Plains & Hills Region,10-20,SUNNY,7.42
COTTON,HUMID,Gujarat Plains & Hills Region,10-20,WINDY,6.9
COTTON,HUMID,Gujarat Plains & Hills Region,10-20,RAINY,0.1
COTTON,HUMID,Gujarat Plains & Hills Region,20-30,NORMAL,6.92
COTTON,HUMID,Gujarat Plains & Hills Region,20-30,SUNNY,8.42
COTTON,HUMID,Gujarat Plains & Hills Region,20-30,WINDY,7.9
COTTON,HUMID,Gujarat Plains & Hills Region,20-30,RAINY,0.5
COTTON,HUMID,Gujarat Plains & Hills Region,30-40,NORMAL,7.92
COTTON,HUMID,Gujarat Plains & Hills Region,30-40,SUNNY,9.42
COTTON,HUMID,Gujarat Plains & Hills Region,30-40,WINDY,8.9
COTTON,HUMID,Gujarat Plains & Hills Region,30-40,RAINY,0.8
COTTON,HUMID,Gujarat Plains & Hills Region,40-50,NORMAL,8.92
COTTON,HUMID,Gujarat Plains & Hills Region,40-50,SUNNY,10.42
COTTON,HUMID,Gujarat Plains & Hills Region,40-50,WINDY,9.9
COTTON,HUMID,Gujarat Plains & Hills Region,40-50,RAINY,0.92
COTTON,WET,Gujarat Plains & Hills Region,10-20,NORMAL,4.37
COTTON,WET,Gujarat Plains & Hills Region,10-20,SUNNY,5.87
COTTON,WET,Gujarat Plains & Hills Region,10-20,WINDY,5.3
COTTON,WET,Gujarat Plains & Hills Region,10-20,RAINY,0.1
COTTON,WET,Gujarat Plains & Hills Region,20-30,NORMAL,5.3
COTTON,WET,Gujarat Plains & Hills Region,20-30,SUNNY,6.8
COTTON,WET,Gujarat Plains & Hills Region,20-30,WINDY,6.3
COTTON,WET,Gujarat Plains & Hills Region,20-30,RAINY,0.2
COTTON,WET,Gujarat Plains & Hills Region,30-40,NORMAL,6.3
COTTON,WET,Gujarat Plains & Hills Region,30-40,SUNNY,7.8
COTTON,WET,Gujarat Plains & Hills Region,30-40,WINDY,7.3
COTTON,WET,Gujarat Plains & Hills Region,30-40,RAINY,0.3
COTTON,WET,Gujarat Plains & Hills Region,40-50,NORMAL,7.2
COTTON,WET,Gujarat Plains & Hills Region,40-50,SUNNY,8.7
COTTON,WET,Gujarat Plains & Hills Region,40-50,WINDY,8.2
COTTON,WET,Gujarat Plains & Hills Region,40-50,RAINY,0.8
SUGARCANE,DRY,Gujarat Plains & Hills Region,10-20,NORMAL,9.6
SUGARCANE,DRY,Gujarat Plains & Hills Region,10-20,SUNNY,11.0
SUGARCANE,DRY,Gujarat Plains & Hills Region,10-20,WINDY,10.6
SUGARCANE,DRY,Gujarat Plains & Hills Region,10-20,RAINY,1.6
SUGARCANE,DRY,Gujarat Plains & Hills Region,20-30,NORMAL,10.7
SUGARCANE,DRY,Gujarat Plains & Hills Region,20-30,SUNNY,12.2
SUGARCANE,DRY,Gujarat Plains & Hills Region,20-30,WINDY,11.7
SUGARCANE,DRY,Gujarat Plains & Hills Region,20-30,RAINY,2.7
SUGARCANE,DRY,Gujarat Plains & Hills Region,30-40,NORMAL,11.6
SUGARCANE,DRY,Gujarat Plains & Hills Region,30-40,SUNNY,13.1
SUGARCANE,DRY,Gujarat Plains & Hills Region,30-40,WINDY,12.6
SUGARCANE,DRY,Gujarat Plains & Hills Region,30-40,RAINY,3.6
SUGARCANE,DRY,Gujarat Plains & Hills Region,40-50,NORMAL,12.5
SUGARCANE,DRY,Gujarat Plains & Hills Region,40-50,SUNNY,14.0
SUGARCANE,DRY,Gujarat Plains & Hills Region,40-50,WINDY,13.5
SUGARCANE,DRY,Gujarat Plains & Hills Region,40-50,RAINY,4.5
SUGARCANE,HUMID,Gujarat Plains & Hills Region,10-20,NORMAL,7.15
SUGARCANE,HUMID,Gujarat Plains & Hills Region,10-20,SUNNY,8.65
SUGARCANE,HUMID,Gujarat Plains & Hills Region,10-20,WINDY,8.15
SUGARCANE,HUMID,Gujarat Plains & Hills Region,10-20,RAINY,0.8
SUGARCANE,HUMID,Gujarat Plains & Hills Region,20-30,NORMAL,8.1
SUGARCANE,HUMID,Gujarat Plains & Hills Region,20-30,SUNNY,9.6
